Hugo_Symbol	Entrez_Gene_Id	GTEX-WYVS-1726-SM-3NMAY	GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZC5H-2626-SM-5J2MG	GTEX-W5X1-2326-SM-3GIL6	GTEX-S341-1526-SM-4AD6K	GTEX-T6MO-0326-SM-32QOK	GTEX-Y5LM-1726-SM-4VDSX	GTEX-ZV6S-1826-SM-5NQ8D	GTEX-SE5C-2126-SM-4BRUJ	GTEX-S4UY-0726-SM-4AD6X	GTEX-12WSK-2226-SM-5GCO5	GTEX-ZYWO-2326-SM-5GZY4	GTEX-TMMY-0726-SM-33HBE	GTEX-14AS3-1626-SM-5S2OY	GTEX-YB5K-1626-SM-5IFIN	GTEX-145ME-1526-SM-5Q5F2	GTEX-WI4N-1426-SM-3LK7H	GTEX-XV7Q-2326-SM-4BRVZ	GTEX-TML8-1226-SM-32QON
UNC5B	219699	169.07	52.45	131.51	514.56	92.05	83.45	36.79	44.89	231.32	50.63	28.86	58.3	78.89	163.28	42.71	21.78	45.53	87.65	217.27
PRSS54	221191	0	0	4.82	0	0	0	0	0	0	5.19	0	0	0	0	0	0	0	0	0
AL354898.1	0	0.26	0.65	0.27	2.73	0.93	0.06	0	1.36	0.69	0.18	2.71	0.67	1.01	0	0	0.06	0.88	0.35	0.27
POMZP3	22932	255	237.86	490.14	414.87	397.93	74.58	571.05	642.59	86.43	532.74	74.58	669.92	260.38	231.32	260.38	532.74	457.25	738.29	368.65
OR13C2	392376	1.13	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0
KIAA1468	57614	450.94	246.28	387.02	629.35	551.56	309.83	327.56	293.07	190.34	518.15	301.33	156.59	420.68	120.94	171.45	194.36	316.37	264.03	521.76
FAM58A	92002	256.78	426.57	312	358.54	497	490.14	457.25	426.57	603.67	536.45	511	559.28	457.25	1268.46	708.18	543.96	239.52	476.71	183.82
C3orf17	25871	854.13	733.19	638.15	1487.87	660.68	708.18	872.1	665.29	490.14	947.83	842.36	435.55	1183.45	563.18	514.56	571.05	947.83	583.07	708.18
POTEB	317754	0	0	0	0	1.85	0	0	0	0	2.03	0	0	0	0	0	0	0	0	0
ANO1	55107	5555.65	1388.16	6381.92	2537.92	2816.11	2976.74	2133.97	518.15	3018.3	1909.85	684.02	540.19	2193.99	4704.07	543.96	137.14	2434.5	575.03	3146.52
RHOQ	23433	1295.13	3419.52	775.05	3103.19	1242.34	2303.12	2537.92	3955.48	2739.08	2367.9	4358.66	1639.59	3124.78	1059.11	3540.14	4010.71	3325.99	3820.7	2148.82
CD99	4267	1268.46	4010.71	1199.98	3190.46	3589.58	1127.35	1639.59	6121.9	2520.38	2255.7	9808.75	3372.43	1583.71	2555.58	2573.36	4937.99	3168.41	3467.27	2303.12
USHBP1	83878	54.72	181.28	50.63	161.02	121.79	96.01	59.13	189.02	127.89	170.25	131.51	161.02	65.26	52.08	164.42	450.94	59.13	208.38	258.57
CXorf65	158830	8.71	0	5.92	0	1.71	11.82	18.43	9.2	1.36	20.86	1.5	5.77	38.12	0	8.58	4.58	70.51	0	8.99
IL17RA	23765	144.01	237.86	159.9	180.02	251.48	395.18	201.25	206.94	185.11	389.72	244.57	258.57	269.6	91.41	389.72	264.03	281.09	293.07	147.06
HOXC4	3221	217.27	5.77	102.97	89.51	332.14	2.71	74.06	8.45	70.01	11.47	12.36	6.31	157.68	5.28	173.85	9.56	96.68	3.59	12.64
PROC	5624	5.68	7.75	12.93	12	6.62	8.45	0	11.55	2.14	3.35	0.78	0	4.28	7.69	3.35	2.84	0.6	0	3.38
OASL	8638	48.18	13.12	28.65	36.79	28.65	16.15	28.86	33.3	42.11	31	17.38	30.56	28.04	105.89	9.06	68.55	46.18	118.43	115.16
LEP	3952	151.22	10512.82	58.3	363.56	70.01	7642.41	612.11	5555.65	4543.8	1561.89	497	490.14	79.45	1721.16	14765.09	19214.73	2739.08	11267.44	5633.22
CCDC88C	440193	417.77	111.99	356.05	231.32	450.94	165.57	150.17	120.94	141.02	262.2	116.78	157.68	384.34	193.01	141.02	241.19	165.57	119.26	356.05
ADAM32	203102	332.14	78.34	74.06	42.11	17.77	62.56	258.57	13.62	43.94	17.51	81.71	59.97	26.1	14.56	25.54	79.45	23.59	10.79	78.89
C3orf79	152118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	2.2	0
SEC24C	9632	1369.04	974.5	1191.69	1208.34	1437.15	1242.34	813.63	995	1183.45	1037.29	674.59	1233.75	1639.59	674.59	954.43	967.76	813.63	909.17	1407.55
FAM184A	79632	426.57	96.68	158.79	353.59	108.14	139.07	129.69	22.43	114.36	147.06	152.28	76.71	205.5	165.57	46.84	77.25	175.07	123.5	265.87
CNEP1R1	255919	406.31	463.65	289.02	836.53	318.57	232.94	403.5	277.2	256.78	214.27	226.54	366.09	511	239.52	147.06	206.94	197.09	231.32	435.55
HCFC1R1	54985	1225.22	2119.22	1781.89	2417.67	3146.52	1119.56	1350.18	1457.23	2816.11	1008.9	2956.17	1733.13	1044.52	5366.37	1208.34	866.07	1757.34	2682.69	2537.92
TTPA	7274	23.76	55.1	34.26	61.68	16.39	60.82	84.63	88.26	15.8	26.47	0.32	19.82	20.11	45.21	135.24	64.34	21.63	98.73	80.01
DNAJC21	134218	791.35	780.44	902.89	1498.22	684.02	830.75	921.88	693.58	656.11	612.11	1030.12	688.78	921.88	679.29	866.07	909.17	493.56	764.36	928.3
DLEU1	10301	106.63	84.04	226.54	148.09	151.22	88.26	65.72	144.01	158.79	42.11	205.5	221.86	127.89	246.28	143.01	43.63	142.01	134.3	67.12
RP11-729L2.2	0	0	0	0	2.25	0	0	3.56	0	0	0	0	5.5	0	0	12.27	0	0	0	0
RAN	5901	4298.64	6079.61	5831.91	5672.41	4038.61	5791.62	5479.15	6207.38	10512.82	4769.75	6079.61	8305.36	4937.99	11992.79	6840.04	5403.7	6250.56	7180.15	5112.16
INPP5F	22876	435.55	325.29	314.17	521.76	229.72	281.09	220.32	197.09	205.5	164.42	193.01	206.94	312	224.97	155.5	139.07	177.53	384.34	476.71
CHEK2	11200	379.04	148.09	220.32	314.17	242.88	82.29	154.42	62.12	164.42	98.73	599.49	264.03	167.9	126.12	147.06	80.57	115.97	88.88	165.57
TAS2R40	259286	0.85	0	0	0	2.86	0	1.19	0	1.66	3.23	0	0	0	0	0	0	0	0	0
BCAR1	9564	435.55	271.48	665.29	438.59	447.82	348.71	239.52	312	463.65	287.01	441.64	470.14	191.67	603.67	291.04	332.14	1151.06	624.99	493.56
POLD4	57804	775.05	2148.82	718.08	190.34	866.07	2468.49	1991	2255.7	1561.89	2609.3	1883.54	2018.8	559.28	1950	1407.55	1437.15	1733.13	2018.8	1477.58
KIRREL	55243	775.05	1119.56	595.34	2032.85	638.15	1073.91	195.72	1437.15	563.18	368.65	785.88	400.71	830.75	169.07	796.86	500.46	583.07	896.64	1639.59
ADAM33	80332	400.71	211.31	155.5	438.59	1477.58	102.25	85.82	223.41	320.8	166.73	743.43	356.05	595.34	129.69	229.72	19.68	89.51	239.52	497
SLC25A17	10478	819.3	497	674.59	1081.39	698.41	361.04	1096.5	438.59	583.07	423.61	420.68	447.82	854.13	651.58	303.44	435.55	480.04	486.75	571.05
COX7A2L	9167	2335.28	4010.71	3280.18	5711.87	2664.15	3235.01	3820.7	3039.3	3589.58	3419.52	3690.52	3901.01	3540.14	6561.36	3395.89	4298.64	2682.69	2816.11	3742.05
PYDC2	152138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXF2B	56001	1.08	0	0.16	0	0	0	0.15	2.12	0	0	0.8	0.16	2.07	0	0.21	0.18	0	0	0
ZNF454	285676	63.89	25.91	96.68	145.02	62.56	20.41	19.68	9.85	21.47	12.09	9.93	28.04	22.92	9.27	19.82	46.84	29.06	79.45	42.11
CNNM3	26505	483.38	231.32	547.75	287.01	507.46	358.54	244.57	277.2	205.5	483.38	384.34	334.46	463.65	332.14	155.5	183.82	256.78	244.57	361.04
GSK3B	2932	339.14	269.6	409.15	493.56	327.56	400.71	248	373.81	343.89	435.55	454.09	291.04	414.87	165.57	426.57	248	450.94	339.14	379.04
ZCCHC16	340595	0	0	0	0	0.75	0	0	0	0	0	0.8	0	0	0	0.93	0	0	0	0
BECN1	8678	1304.15	1605.83	1769.57	2451.44	1745.2	1745.2	2591.27	2417.67	1331.57	1583.71	2061.24	1447.15	2502.97	1111.82	1529.73	2335.28	1832.01	1447.15	1605.83
F5	2153	3.86	104.42	6.57	2.81	6.84	43.63	13.62	124.37	82.87	48.87	22.92	106.63	17.64	1.89	28.04	3.56	10.31	36.01	18.56
TSPAN32	10077	84.63	2.32	49.21	28.45	18.16	17	5.28	9.13	2.51	7.57	4.13	2.81	22.92	22.1	14.35	9.27	6.41	33.78	57.49
SLAIN1	122060	796.86	47.5	808	1388.16	229.72	234.57	92.05	16.27	31.67	31	708.18	129.69	136.19	255	31.22	23.08	67.12	125.24	325.29
TMEM35	59353	55.89	52.08	36.79	1051.79	31	18.56	24.28	29.27	13.12	7.4	559.28	63	47.17	6.31	8.06	4.62	12.93	32.59	169.07
CHMP2B	25978	1268.46	708.18	848.22	1467.37	854.13	890.44	1191.69	796.86	629.35	559.28	1594.73	769.69	1159.07	848.22	836.53	1225.22	1066.48	759.08	848.22
LUZP6	767558	0	35	0	0	0	0	122.64	480.04	669.92	759.08	0	400.71	0	144.01	0	0	0	0	0
TMEM176B	28959	1572.76	1369.04	3515.68	4704.07	4268.94	1119.56	3820.7	366.09	4358.66	909.17	1819.35	3060.45	1447.15	5594.3	1487.87	387.02	1883.54	2303.12	3515.68
TTC30A	92104	248	105.15	277.2	166.73	191.67	111.21	127.89	34.51	77.79	116.78	26.86	39.22	127	73.54	88.88	76.17	55.49	106.63	239.52
PYCARD	29108	1397.83	368.65	1457.23	102.25	753.83	616.37	470.14	353.59	563.18	237.86	575.03	651.58	460.44	4769.75	193.01	22.26	450.94	314.17	242.88
ACTR5	79913	205.5	99.43	187.71	175.07	209.84	134.3	187.71	111.21	111.99	149.12	135.24	156.59	194.36	176.29	76.71	94.01	115.16	138.1	205.5
UAP1	6675	1322.37	2682.69	1175.27	995	1508.65	1909.85	1936.53	3235.01	1806.78	1936.53	2777.33	1781.89	2451.44	1519.15	2104.58	1572.76	1617	1519.15	1277.29
TEX13B	56156	0	0	1.41	0	3.26	0	0	0	0	3.82	0	0	0	0	0	0	0	0	0
NFASC	23114	208.38	49.91	571.05	555.41	164.42	190.34	299.25	177.53	267.73	96.01	175.07	137.14	109.66	78.34	15.8	35.5	214.27	99.43	603.67
PNO1	56902	305.55	309.83	301.33	406.31	283.05	376.41	525.39	314.17	525.39	323.03	251.48	376.41	336.79	638.15	368.65	400.71	384.34	493.56	332.14
CACNG8	59283	0	1	1.36	0.85	0.77	0.39	0.33	3.89	0.91	1.51	0.37	0.84	0.82	0	1.04	2.76	0	1.3	1.97
ZBTB12	221527	146.03	36.01	237.86	56.28	127.89	55.89	28.24	39.22	83.45	71.5	34.51	56.68	61.68	44.57	70.51	36.79	59.55	72.01	94.67
L1TD1	54596	28.45	0.65	12.74	19.11	28.04	0.62	8.92	0.61	6.46	1.41	1.68	25.91	6.73	0	6.62	6.52	0.62	1.64	12.09
LST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.51
GCM2	9247	0.18	0.72	0.19	2.07	0.4	0	0.18	0.42	0	0.69	0	0	0.19	0	0	0	0	0.18	0
HIST1H2BB	3018	15.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB15	56121	76.71	28.04	28.04	91.41	29.27	40.93	15.45	31	17	19.82	105.15	31	24.81	24.99	45.21	96.01	73.54	56.28	56.68
ZNF441	126068	241.19	122.64	152.28	376.41	197.09	136.19	105.89	54.72	69.52	246.28	127.89	81.71	142.01	50.63	100.13	108.9	103.69	77.25	435.55
FAM135B	51059	0.44	4.66	2.39	9.41	16.15	0	0	3.99	0.01	3.53	1.68	4.03	34.51	1.69	0.62	0	16.75	5.68	5.06
SNAP91	9892	6.01	1.43	0.44	11.04	23.59	5.87	3.82	0.44	7.34	3.89	21.01	1.22	34.02	3.06	0	0.14	9.93	5.5	38.67
NOP9	161424	450.94	301.33	371.22	507.46	392.44	392.44	267.73	329.84	368.65	368.65	312	297.17	406.31	167.9	351.14	249.73	242.88	366.09	476.71
LIN7B	64130	239.52	96.01	239.52	118.43	126.12	65.72	90.14	37.85	52.45	107.38	81.14	123.5	68.55	603.67	123.5	72.52	105.15	149.12	108.9
TMEM50A	23585	2104.58	3794.3	3419.52	5366.37	2148.82	2537.92	3325.99	3349.13	2997.45	3146.52	3614.55	2417.67	1605.83	5403.7	2627.46	2502.97	3018.3	2701.35	2664.15
MAPT	4137	813.63	289.02	884.29	108.14	665.29	1030.12	138.1	128.79	361.04	1259.69	420.68	429.54	49.91	457.25	363.56	327.56	28.45	981.29	432.53
C6orf10	10665	1.13	0	0.87	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
LDLRAD1	388633	0	0	0	0	13.12	21.63	0	0	0	0	0	6.57	6.36	0	0	0	0	0	0
TIMM8A	1678	138.1	104.42	186.4	226.54	92.05	129.69	116.78	84.04	110.43	117.6	54.72	166.73	76.17	376.41	208.38	49.56	116.78	134.3	128.79
TAF7	6879	3395.89	1963.57	2739.08	4543.8	1697.45	2502.97	1896.65	1457.23	1832.01	1844.76	2875.3	1508.65	3690.52	4123.49	1498.22	1322.37	1259.69	2004.85	3257.52
UBAP1L	390595	96.01	57.49	145.02	48.87	111.99	52.08	89.51	19.82	31.45	62.12	14.89	22.26	72.52	17	26.86	18.29	35.5	17	95.34
C6orf89	221477	1191.69	1540.37	1066.48	1508.65	1359.57	1030.12	1378.57	1487.87	1268.46	1769.57	1498.22	1250.98	1407.55	743.43	1135.2	1030.12	890.44	1350.18	1350.18
MUC5AC	4586	0	2.84	0	0.09	0.8	0	0.05	0.89	0	3.35	0	3.03	0	0.47	43.94	0	0	0.84	0
DEFB123	245936	0	0	0	0	0	0	0	0	0	0	1.39	0	0	0	0	0	0	0	0
TMEM158	25907	37.59	6.31	104.42	43.02	59.55	128.79	21.16	6.57	141.02	29.7	281.09	28.65	113.56	59.55	96.01	24.11	47.5	43.32	34.26
SHROOM3	57619	796.86	175.07	764.36	301.33	748.61	555.41	426.57	70.51	305.55	450.94	435.55	309.83	490.14	473.41	223.41	43.32	356.05	72.52	414.87
GTF3C3	9330	842.36	417.77	316.37	802.41	493.56	371.22	607.87	387.02	285.03	551.56	361.04	624.99	708.18	178.77	262.2	392.44	318.57	368.65	647.07
SCG3	29106	4.06	20.86	16.63	406.31	3.99	3.69	23.76	0	0	0	15.68	35.25	1.81	39.79	2.16	1.39	14.56	8.19	41.22
PCDHGA10	56106	185.11	85.22	186.4	45.53	103.69	65.72	23.76	90.14	19.82	115.16	303.44	43.32	52.82	10.96	87.03	30.56	155.5	143.01	100.83
EML3	256364	599.49	563.18	665.29	713.11	878.17	934.76	934.76	995	928.3	753.83	334.46	1044.52	698.41	392.44	808	947.83	1697.45	1674.06	830.75
EGLN1	54583	460.44	620.67	466.88	830.75	307.69	316.37	753.83	559.28	320.8	348.71	551.56	361.04	708.18	221.86	536.45	497	1250.98	332.14	429.54
NMUR1	10316	21.63	127.89	18.97	122.64	9.78	51.35	8.51	49.21	49.91	33.3	97.36	30.56	10.08	18.16	162.14	154.42	51.35	128.79	122.64
TPO	7173	83.45	176.29	92.05	57.08	108.14	35	92.7	246.28	78.89	279.14	312	146.03	98.73	3.26	166.73	262.2	159.9	80.57	633.73
CORO1A	11151	438.59	387.02	981.29	366.09	624.99	373.81	490.14	543.96	229.72	713.11	46.5	698.41	480.04	1359.57	139.07	295.11	368.65	507.46	1639.59
HCRTR1	3061	1.27	2.92	2.14	0.53	0.8	3.96	1.25	6.36	3.66	4.5	2.78	4.35	1.97	1.01	4.98	3.32	2.86	5.32	2.03
TRIM54	57159	2.53	1.81	2.43	20.56	36.53	2.03	3.2	0.14	0.57	4.06	0.69	4.46	0.3	7.94	1.41	8.19	5.77	3.76	0.73
SLC35D1	23169	271.48	181.28	205.5	409.15	242.88	191.67	98.73	115.16	78.89	148.09	178.77	98.73	356.05	70.51	94.01	157.68	102.25	96.01	211.31
FANCF	2188	241.19	117.6	309.83	208.38	190.34	183.82	129.69	76.71	189.02	170.25	68.55	127	150.17	191.67	119.26	43.02	71.5	101.54	246.28
RP11-145E5.5	0	0	0	4.98	0	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLT1	64131	57.08	423.61	99.43	153.34	224.97	287.01	123.5	559.28	339.14	117.6	277.2	114.36	320.8	41.52	273.37	106.63	56.68	293.07	90.14
PCDHA6	56142	69.03	12.09	76.71	17.51	32.36	29.27	109.66	0	2.84	5.28	2.03	0	6.67	13.42	2.16	1.28	4.1	11.38	27.44
PTPN20A	26095	24.46	33.3	17	100.13	102.25	68.55	84.63	4.5	41.81	22.59	36.79	1.73	88.26	36.27	11.47	38.4	21.63	3.89	58.3
C12orf54	121273	14.35	13.83	18.16	6.31	11.04	5.68	23.08	3.26	44.57	8.51	3.59	0	29.48	0	3.08	5.54	46.5	6.01	6.67
NHLRC4	283948	190.34	27.84	161.02	10.79	48.18	78.34	23.76	14.56	43.32	50.63	6.73	27.05	41.81	117.6	32.59	8.32	2.05	7.4	55.49
KLHL36	79786	579.04	559.28	460.44	395.18	684.02	915.51	376.41	642.59	371.22	1199.98	486.75	420.68	733.19	275.28	620.67	1268.46	480.04	514.56	819.3
POFUT2	23275	473.41	329.84	460.44	473.41	684.02	381.68	412	267.73	457.25	575.03	293.07	403.5	447.82	214.27	264.03	205.5	441.64	353.59	438.59
PDE4C	5143	3.63	6.26	11.73	18.03	8.58	6.06	3.41	8.92	6.31	9.7	11.21	15.34	6.67	2.89	0.09	1.39	8.71	7.22	29.48
SULT1A1	6817	2287.2	575.03	802.41	909.17	2090.03	201.25	258.57	224.97	208.38	397.93	120.1	748.61	466.88	633.73	395.18	2915.45	507.46	112.77	1709.26
PKIA	5569	420.68	150.17	463.65	738.29	48.18	108.14	23.42	20.56	156.59	91.41	54.33	228.13	217.27	620.67	80.57	7	107.38	38.12	197.09
MYCBP	26292	603.67	703.28	543.96	379.04	693.58	647.07	507.46	429.54	612.11	503.95	242.88	521.76	441.64	1477.58	483.38	961.07	521.76	500.46	748.61
HRASLS	57110	105.89	35.76	51.71	6.67	92.05	153.34	234.57	18.16	76.17	8.25	1.62	22.75	56.68	624.99	15.56	361.04	25.17	22.92	8.25
COPS5	10987	2645.74	2018.8	1378.57	2075.59	1250.98	1340.84	1322.37	1322.37	1277.29	1199.98	1242.34	2319.15	1540.37	5006.93	1721.16	1651	470.14	872.1	2319.15
SNTB1	6641	414.87	295.11	395.18	392.44	105.15	543.96	45.53	127.89	536.45	193.01	103.69	191.67	90.14	171.45	457.25	56.28	202.66	275.28	130.6
RBM15B	29890	473.41	406.31	463.65	366.09	579.04	583.07	540.19	591.22	536.45	674.59	642.59	500.46	669.92	447.82	571.05	476.71	351.14	532.74	397.93
KRT31	3881	10.16	0	11.73	0	1.81	1.11	0	0.66	7	0.8	3.11	30.56	4.86	2.58	14.78	0	6.06	0	0
MAP1LC3B2	643246	72.01	85.82	124.37	239.52	197.09	146.03	66.65	50.63	81.71	206.94	94.67	88.26	130.6	36.53	58.71	158.79	119.26	61.68	127.89
CCNDBP1	23582	1977.24	2032.85	1369.04	1487.87	941.27	1950	2758.13	2255.7	1066.48	1936.53	2855.44	1540.37	2104.58	3768.09	1572.76	2537.92	961.07	1104.13	1769.57
UNC5A	90249	105.89	12.74	3.66	30.12	20.71	3.53	6.41	2.84	23.59	29.91	8.38	9.56	0.57	1.89	3.06	0.93	62.56	1.11	84.63
TCIRG1	10312	500.46	206.94	684.02	201.25	995	551.56	438.59	679.29	802.41	466.88	819.3	1088.92	579.04	764.36	149.12	279.14	1508.65	974.5	563.18
C15ORF37	0	0	56.28	0	0	0	92.05	46.5	75.11	43.32	38.4	37.85	92.05	25.54	0	35.25	110.43	0	82.87	50.98
TMEM230	29058	2573.36	7433.4	2075.59	3928.15	2417.67	4298.64	2935.74	4607.24	5441.3	5112.16	3280.18	4575.41	3280.18	4038.61	6699.25	6426.31	3467.27	5183.54	4210.15
CH17-132F21.1	0	0	0	0	0	0	0	0	0	0	9.2	0	0	0	0	0	0	0	0	0
NFS1	9054	660.68	866.07	733.19	665.29	769.69	460.44	1081.39	486.75	748.61	684.02	334.46	540.19	406.31	514.56	866.07	679.29	368.65	420.68	669.92
TLR8	51311	21.01	76.17	29.06	10	8.51	42.41	17.13	25.91	13.93	16.39	8.19	30.34	32.59	10.79	14.56	18.16	40.64	24.99	25.35
RAB39B	116442	39.79	6.57	81.71	38.67	26.86	8.71	41.52	4.58	4.98	21.63	3.82	6.41	15.45	16.15	3.14	0.43	11.3	5.19	46.18
MTM1	4534	281.09	208.38	226.54	351.14	277.2	194.36	217.27	195.72	157.68	157.68	262.2	167.9	291.04	154.42	141.02	295.11	170.25	143.01	339.14
SH3GLB1	51100	1477.58	4181.07	1322.37	1551.09	1662.49	2739.08	1819.35	2875.3	2468.49	2148.82	2335.28	2319.15	2573.36	1572.76	3564.78	3515.68	1757.34	2417.67	1936.53
SHOC2	8036	698.41	1096.5	460.44	1950	466.88	1135.2	559.28	1167.14	547.75	743.43	842.36	543.96	954.43	438.59	1015.93	1037.29	713.11	884.29	915.51
ORAI3	93129	379.04	432.53	571.05	256.78	674.59	420.68	665.29	417.77	323.03	480.04	830.75	473.41	486.75	595.34	309.83	164.42	587.13	366.09	529.06
SLC5A12	159963	0	1.39	0	6.57	8.65	0.52	0.44	0.48	0.54	0	0.48	0.49	0.46	0	0.01	5.63	0	1.1	1.2
FCAR	2204	0	3.47	2.23	4.06	0.89	8.19	5.63	4.21	5.06	3.2	3.5	9.93	4.03	8.32	2.14	7.63	25.17	12.93	3.35
NANOS3	342977	42.11	16.27	22.59	8.38	16.88	14.35	24.63	24.99	11.04	16.39	8.85	7.69	19.82	231.32	16.15	0	14.56	34.51	24.11
NKX2-1	7080	2.05	0	1.85	0.44	0	0.73	4.1	0	0.19	0.49	0	0	3.29	0.16	0.55	0.2	2.23	1.23	0
SDF2L1	23753	251.48	242.88	361.04	77.25	371.22	128.79	473.41	303.44	713.11	241.19	154.42	507.46	130.6	860.08	145.02	78.89	325.29	473.41	177.53
SCIN	85477	76.71	21.47	87.03	1143.1	43.94	8.85	13.93	30.34	9.93	13.72	36.27	54.33	81.14	47.84	15.11	111.21	21.16	65.26	435.55
PTPLAD1	51495	2384.37	1088.92	3103.19	2209.26	2163.77	1199.98	1909.85	651.58	2133.97	1540.37	575.03	1322.37	2032.85	2178.83	1388.16	624.99	624.99	1369.04	2119.22
NIPA2	81614	603.67	723.08	638.15	679.29	642.59	616.37	723.08	642.59	819.3	559.28	607.87	1857.6	813.63	713.11	860.08	587.13	529.06	988.12	703.28
CMTM4	146223	753.83	348.71	633.73	366.09	836.53	688.78	511	258.57	791.35	708.18	251.48	208.38	665.29	246.28	295.11	220.32	438.59	336.79	563.18
MEGF10	84466	65.72	21.32	125.24	23.76	23.59	42.41	30.78	28.24	29.91	19.39	16.75	5.92	35	141.02	7	7.06	38.4	1.23	59.97
EMILIN1	11117	409.15	332.14	708.18	289.02	915.51	208.38	426.57	629.35	438.59	190.34	381.68	1340.84	178.77	432.53	387.02	234.57	3303	1857.6	265.87
UBE2O	63893	384.34	181.28	426.57	223.41	312	256.78	221.86	148.09	204.07	248	138.1	273.37	265.87	181.28	152.28	172.65	312	212.78	249.73
KIAA0141	9812	1259.69	941.27	1104.13	1628.26	1519.15	1259.69	2047	1001.93	928.3	1277.29	1066.48	1561.89	1594.73	620.67	1015.93	1127.35	2303.12	974.5	1175.27
MAP3K11	4296	587.13	647.07	866.07	444.72	723.08	620.67	981.29	775.05	872.1	890.44	854.13	1088.92	567.1	1135.2	909.17	1216.75	1378.57	1322.37	909.17
VMA21	203547	353.59	638.15	316.37	483.38	397.93	435.55	842.36	373.81	555.41	480.04	220.32	339.14	476.71	269.6	503.95	444.72	187.71	521.76	536.45
C16orf72	29035	599.49	412	500.46	872.1	368.65	371.22	309.83	260.38	176.29	224.97	466.88	218.79	414.87	293.07	253.23	368.65	283.05	212.78	450.94
MESP2	145873	75.64	57.49	59.55	6.46	106.63	10.47	144.01	8.25	16.88	33.06	24.99	3.59	16.75	151.22	32.59	4.35	20.86	8.32	138.1
TMC6	11322	305.55	249.73	291.04	152.28	353.59	603.67	195.72	511	389.72	536.45	202.66	426.57	307.69	316.37	525.39	373.81	555.41	1216.75	651.58
IFNL2	282616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA1	19	193.01	651.58	73.54	323.03	249.73	607.87	397.93	490.14	124.37	656.11	563.18	297.17	438.59	40.36	460.44	656.11	567.1	693.58	441.64
CEBPB	1051	825	1250.98	1143.1	275.28	981.29	802.41	1407.55	2855.44	2796.65	941.27	2835.7	1896.65	2148.82	4903.87	2555.58	854.13	5479.15	3257.52	389.72
CD248	57124	514.56	4575.41	543.96	575.03	1721.16	2609.3	638.15	2240.11	3443.31	2224.63	1127.35	532.74	507.46	1037.29	5112.16	2255.7	1135.2	2240.11	1331.57
DEF8	54849	620.67	473.41	476.71	473.41	1104.13	555.41	591.22	536.45	1277.29	1066.48	511	1322.37	559.28	1044.52	1059.11	323.03	536.45	1191.69	718.08
TSLP	85480	69.03	33.78	120.94	84.63	46.18	152.28	172.65	11.04	31.22	13.12	30.56	212.78	73.03	87.65	19.82	24.63	27.05	54.33	98.73
DHCR7	1717	934.76	743.43	813.63	287.01	212.78	947.83	403.5	201.25	1991	1216.75	323.03	1498.22	921.88	1104.13	3564.78	316.37	708.18	473.41	463.65
COX6B2	125965	33.06	10.47	137.14	23.42	8.85	15.45	23.42	1.89	10.08	19.25	2.25	2.61	17.51	22.1	1.33	0	38.67	10.31	26.1
ATP8A2	51761	49.56	19.25	43.32	0.78	37.05	9.85	1.39	6.73	0.82	2.56	8.13	1.48	5.32	3.29	13.72	20.11	13.42	33.3	18.84
NR1I2	8856	11.82	0.34	7.06	1.45	3.2	1.85	5.19	1.41	0	1.53	0	0.67	1.03	3	0	0	0.69	2.89	0.31
CHPF	79586	836.53	417.77	1008.9	100.13	802.41	412	769.69	132.44	764.36	620.67	525.39	432.53	320.8	532.74	417.77	162.14	457.25	748.61	447.82
OR2T4	127074	0	0	0.75	1.95	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0
P2RY10	27334	77.25	4.17	153.34	180.02	47.5	106.63	17	1.75	8	65.26	5.77	6.67	66.18	20.86	4.35	3.92	50.98	5.59	180.02
COL9A3	1299	121.79	51.35	579.04	15.56	157.68	38.12	177.53	5.45	28.86	17.9	56.68	56.68	40.07	158.79	140.04	2.2	62.12	16.75	41.52
TPM1	7168	7280.4	7537.18	10512.82	19348.38	9540.5	7230.1	12160.22	5041.77	12076.21	9474.59	20881.4	4607.24	9673.69	5441.3	6471.02	5594.3	10585.95	5366.37	16496.96
FASTKD1	79675	409.15	297.17	346.29	316.37	336.79	361.04	320.8	244.57	457.25	273.37	109.66	366.09	309.83	387.02	457.25	353.59	183.82	312	389.72
CXorf28	0	0	0	4.06	7.63	0	2.53	2.78	0	0	0	0	0	0	5.63	0	2.63	0	0	0
ARRDC5	645432	3.06	1.97	4.35	2.92	1.62	10.88	1.93	0.91	2.12	6.01	0	0	6.06	0.65	0	0	1.81	0.61	4.74
GID4	79018	239.52	320.8	185.11	414.87	223.41	361.04	305.55	346.29	195.72	251.48	444.72	309.83	267.73	106.63	221.86	529.06	197.09	265.87	231.32
